"No.","Time","Source","Destination","Protocol","Length","Info"
"64290","366.770781","10.0.0.4","10.0.0.6","TCP","1514","15799  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64291","366.770795","10.0.0.6","10.0.0.4","TCP","54","0  >  15799 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64301","366.793829","10.0.0.4","10.0.0.6","TCP","1514","15878  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64302","366.793851","10.0.0.6","10.0.0.4","TCP","54","0  >  15878 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64304","366.797934","10.0.0.1","10.0.0.6","TCP","574","29886  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64305","366.797953","10.0.0.6","10.0.0.1","TCP","54","0  >  29886 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64307","366.801556","10.0.0.1","10.0.0.6","TCP","574","30756  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64308","366.801575","10.0.0.6","10.0.0.1","TCP","54","0  >  30756 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64312","366.812915","10.0.0.3","10.0.0.6","TCP","574","[TCP Spurious Retransmission] 12709  >  0 [<None>] Seq=4014101609 Win=512 Len=2000"
"64313","366.812981","10.0.0.6","10.0.0.3","TCP","54","0  >  12709 [RST, ACK] Seq=1 Ack=4014103609 Win=0 Len=0"
"64316","366.817798","10.0.0.2","10.0.0.6","TCP","574","63666  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64317","366.817822","10.0.0.6","10.0.0.2","TCP","54","0  >  63666 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64326","366.838521","10.0.0.3","10.0.0.6","TCP","574","14844  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64328","366.838543","10.0.0.6","10.0.0.3","TCP","54","0  >  14844 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64333","366.851695","10.0.0.4","10.0.0.6","TCP","574","16094  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64335","366.851723","10.0.0.6","10.0.0.4","TCP","54","0  >  16094 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64340","366.867933","10.0.0.3","10.0.0.6","TCP","1514","14848  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64341","366.868021","10.0.0.6","10.0.0.3","TCP","54","0  >  14848 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64343","366.873415","10.0.0.3","10.0.0.6","TCP","574","14849  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64344","366.873418","10.0.0.4","10.0.0.6","TCP","574","17844  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64345","366.873462","10.0.0.6","10.0.0.3","TCP","54","0  >  14849 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64346","366.873466","10.0.0.6","10.0.0.4","TCP","54","0  >  17844 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64348","366.876700","10.0.0.4","10.0.0.6","TCP","574","17845  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64349","366.876729","10.0.0.6","10.0.0.4","TCP","54","0  >  17845 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64351","366.880115","10.0.0.1","10.0.0.6","TCP","574","30758  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64352","366.880156","10.0.0.6","10.0.0.1","TCP","54","0  >  30758 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64355","366.886275","10.0.0.2","10.0.0.6","TCP","574","652  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64356","366.886362","10.0.0.6","10.0.0.2","TCP","54","0  >  652 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64359","366.892162","10.0.0.4","10.0.0.6","TCP","574","17847  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64360","366.892186","10.0.0.6","10.0.0.4","TCP","54","0  >  17847 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64362","366.897348","10.0.0.1","10.0.0.6","TCP","574","32894  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64364","366.897396","10.0.0.6","10.0.0.1","TCP","54","0  >  32894 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64365","366.898918","10.0.0.1","10.0.0.6","TCP","574","33861  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64366","366.898929","10.0.0.6","10.0.0.1","TCP","54","0  >  33861 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64377","366.922422","10.0.0.1","10.0.0.6","TCP","574","33863  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64378","366.922449","10.0.0.6","10.0.0.1","TCP","54","0  >  33863 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64383","366.932825","10.0.0.4","10.0.0.6","TCP","574","17848  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64384","366.932847","10.0.0.6","10.0.0.4","TCP","54","0  >  17848 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64387","366.939071","10.0.0.4","10.0.0.6","TCP","574","18972  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64389","366.939157","10.0.0.6","10.0.0.4","TCP","54","0  >  18972 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64393","366.947253","10.0.0.2","10.0.0.6","TCP","1514","3959  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64394","366.947289","10.0.0.6","10.0.0.2","TCP","54","0  >  3959 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64396","366.952972","10.0.0.2","10.0.0.6","TCP","574","3960  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64397","366.953052","10.0.0.6","10.0.0.2","TCP","54","0  >  3960 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64399","366.956565","10.0.0.3","10.0.0.6","TCP","574","15656  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64401","366.956600","10.0.0.6","10.0.0.3","TCP","54","0  >  15656 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64408","366.970352","10.0.0.4","10.0.0.6","TCP","1514","19070  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64409","366.970381","10.0.0.6","10.0.0.4","TCP","54","0  >  19070 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64412","366.978400","10.0.0.1","10.0.0.6","TCP","574","33874  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64413","366.978425","10.0.0.6","10.0.0.1","TCP","54","0  >  33874 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64422","366.998185","10.0.0.4","10.0.0.6","TCP","574","19145  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64423","366.998210","10.0.0.6","10.0.0.4","TCP","54","0  >  19145 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64426","367.004114","10.0.0.2","10.0.0.6","TCP","574","4788  >  0 [<None>] Seq=1 Win=512 Len=2000 [TCP segment of a reassembled PDU]"
"64427","367.004171","10.0.0.6","10.0.0.2","TCP","54","0  >  4788 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64430","367.009927","10.0.0.3","10.0.0.6","TCP","574","17166  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64431","367.009950","10.0.0.6","10.0.0.3","TCP","54","0  >  17166 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64433","367.012910","10.0.0.3","10.0.0.6","TCP","574","18652  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64434","367.012935","10.0.0.6","10.0.0.3","TCP","54","0  >  18652 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64448","367.045486","10.0.0.3","10.0.0.6","TCP","574","18654  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64449","367.045528","10.0.0.6","10.0.0.3","TCP","54","0  >  18654 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64456","367.060912","10.0.0.3","10.0.0.6","TCP","1514","19331  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64457","367.060956","10.0.0.6","10.0.0.3","TCP","54","0  >  19331 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64462","367.071670","10.0.0.4","10.0.0.6","TCP","574","20053  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64463","367.071697","10.0.0.6","10.0.0.4","TCP","54","0  >  20053 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64465","367.075113","10.0.0.1","10.0.0.6","TCP","574","35487  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64466","367.075161","10.0.0.6","10.0.0.1","TCP","54","0  >  35487 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64475","367.094481","10.0.0.1","10.0.0.6","TCP","1514","37159  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64476","367.094504","10.0.0.6","10.0.0.1","TCP","54","0  >  37159 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64480","367.102850","10.0.0.3","10.0.0.6","TCP","574","19337  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64482","367.102873","10.0.0.6","10.0.0.3","TCP","54","0  >  19337 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64483","367.105730","10.0.0.3","10.0.0.6","TCP","574","21261  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64484","367.105737","10.0.0.6","10.0.0.3","TCP","54","0  >  21261 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64486","367.108695","10.0.0.3","10.0.0.6","TCP","574","21263  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64487","367.108722","10.0.0.6","10.0.0.3","TCP","54","0  >  21263 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64491","367.117175","10.0.0.2","10.0.0.6","TCP","574","5035  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64492","367.117224","10.0.0.6","10.0.0.2","TCP","54","0  >  5035 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64500","367.135115","10.0.0.4","10.0.0.6","TCP","574","23606  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64501","367.135138","10.0.0.6","10.0.0.4","TCP","54","0  >  23606 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64503","367.138747","10.0.0.4","10.0.0.6","TCP","574","25091  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64504","367.138754","10.0.0.6","10.0.0.4","TCP","54","0  >  25091 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64507","367.143834","10.0.0.1","10.0.0.6","TCP","574","37651  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64508","367.143847","10.0.0.6","10.0.0.1","TCP","54","0  >  37651 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64512","367.152983","10.0.0.4","10.0.0.6","TCP","574","25092  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64514","367.153007","10.0.0.6","10.0.0.4","TCP","54","0  >  25092 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64518","367.163190","10.0.0.3","10.0.0.6","TCP","574","21265  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64519","367.163209","10.0.0.6","10.0.0.3","TCP","54","0  >  21265 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64527","367.177544","10.0.0.3","10.0.0.6","TCP","1514","23030  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64528","367.177564","10.0.0.6","10.0.0.3","TCP","54","0  >  23030 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64536","367.196732","10.0.0.2","10.0.0.6","TCP","574","7986  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64537","367.196756","10.0.0.6","10.0.0.2","TCP","54","0  >  7986 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64545","367.214212","10.0.0.2","10.0.0.6","TCP","1514","9609  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64546","367.214215","10.0.0.3","10.0.0.6","TCP","574","23649  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64547","367.214257","10.0.0.6","10.0.0.2","TCP","54","0  >  9609 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64548","367.214261","10.0.0.6","10.0.0.3","TCP","54","0  >  23649 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64553","367.224916","10.0.0.3","10.0.0.6","TCP","574","[TCP Spurious Retransmission] 24442  >  0 [<None>] Seq=3269458828 Win=512 Len=2000"
"64554","367.224937","10.0.0.6","10.0.0.3","TCP","54","0  >  24442 [RST, ACK] Seq=1 Ack=3269460828 Win=0 Len=0"
"64561","367.240132","10.0.0.4","10.0.0.6","TCP","574","25093  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64562","367.240158","10.0.0.6","10.0.0.4","TCP","54","0  >  25093 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64568","367.253147","10.0.0.3","10.0.0.6","TCP","574","24772  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64569","367.253182","10.0.0.6","10.0.0.3","TCP","54","0  >  24772 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64575","367.267424","10.0.0.1","10.0.0.6","TCP","574","[TCP Previous segment not captured] 38066  >  0 [<None>] Seq=443637082 Win=512 Len=2000"
"64577","367.267473","10.0.0.6","10.0.0.1","TCP","54","[TCP ACKed unseen segment] 0  >  38066 [RST, ACK] Seq=1 Ack=443639082 Win=0 Len=0"
"64578","367.269698","10.0.0.3","10.0.0.6","TCP","574","25872  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64579","367.269725","10.0.0.6","10.0.0.3","TCP","54","0  >  25872 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64583","367.278227","10.0.0.3","10.0.0.6","TCP","574","25874  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64584","367.278249","10.0.0.6","10.0.0.3","TCP","54","0  >  25874 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64588","367.287978","10.0.0.4","10.0.0.6","TCP","574","28793  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64590","367.288009","10.0.0.6","10.0.0.4","TCP","54","0  >  28793 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64593","367.292797","10.0.0.4","10.0.0.6","TCP","1514","31283  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64594","367.292822","10.0.0.6","10.0.0.4","TCP","54","0  >  31283 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64599","367.305300","10.0.0.4","10.0.0.6","TCP","1514","31369  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64601","367.305330","10.0.0.6","10.0.0.4","TCP","54","0  >  31369 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64603","367.311351","10.0.0.2","10.0.0.6","TCP","574","9957  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64605","367.311374","10.0.0.6","10.0.0.2","TCP","54","0  >  9957 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64614","367.332789","10.0.0.4","10.0.0.6","TCP","574","31444  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64615","367.332814","10.0.0.6","10.0.0.4","TCP","54","0  >  31444 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64617","367.336070","10.0.0.4","10.0.0.6","TCP","574","33676  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64618","367.336112","10.0.0.6","10.0.0.4","TCP","54","0  >  33676 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64626","367.351442","10.0.0.4","10.0.0.6","TCP","1514","33680  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64627","367.351476","10.0.0.6","10.0.0.4","TCP","54","0  >  33680 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64631","367.361532","10.0.0.3","10.0.0.6","TCP","574","25875  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64633","367.361560","10.0.0.6","10.0.0.3","TCP","54","0  >  25875 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64636","367.369408","10.0.0.3","10.0.0.6","TCP","574","30165  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64637","367.369428","10.0.0.6","10.0.0.3","TCP","54","0  >  30165 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64640","367.375962","10.0.0.2","10.0.0.6","TCP","574","15003  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64642","367.376006","10.0.0.6","10.0.0.2","TCP","54","0  >  15003 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64644","367.380250","10.0.0.1","10.0.0.6","TCP","574","42058  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64645","367.380275","10.0.0.6","10.0.0.1","TCP","54","0  >  42058 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64648","367.386054","10.0.0.2","10.0.0.6","TCP","574","[TCP Previous segment not captured] 15721  >  0 [<None>] Seq=1129979410 Win=512 Len=2000"
"64649","367.386087","10.0.0.6","10.0.0.2","TCP","54","[TCP ACKed unseen segment] 0  >  15721 [RST, ACK] Seq=1 Ack=1129981410 Win=0 Len=0"
"64652","367.393639","10.0.0.1","10.0.0.6","TCP","574","45577  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64654","367.393661","10.0.0.6","10.0.0.1","TCP","54","0  >  45577 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64661","367.409811","10.0.0.2","10.0.0.6","TCP","574","15915  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64662","367.409831","10.0.0.6","10.0.0.2","TCP","54","0  >  15915 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64668","367.423888","10.0.0.4","10.0.0.6","TCP","574","33682  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64670","367.423941","10.0.0.6","10.0.0.4","TCP","54","0  >  33682 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64671","367.427928","10.0.0.4","10.0.0.6","TCP","574","35305  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64673","367.427946","10.0.0.6","10.0.0.4","TCP","54","0  >  35305 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64675","367.432094","10.0.0.3","10.0.0.6","TCP","574","30169  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64676","367.432121","10.0.0.6","10.0.0.3","TCP","54","0  >  30169 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64678","367.435969","10.0.0.3","10.0.0.6","TCP","574","32603  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64679","367.435978","10.0.0.6","10.0.0.3","TCP","54","0  >  32603 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64683","367.441830","10.0.0.1","10.0.0.6","TCP","574","46969  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64684","367.441853","10.0.0.6","10.0.0.1","TCP","54","0  >  46969 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64690","367.456561","10.0.0.3","10.0.0.6","TCP","1514","34383  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64691","367.456584","10.0.0.6","10.0.0.3","TCP","54","0  >  34383 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64698","367.471867","10.0.0.4","10.0.0.6","TCP","574","35308  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64699","367.471889","10.0.0.6","10.0.0.4","TCP","54","0  >  35308 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64705","367.483825","10.0.0.4","10.0.0.6","TCP","1514","37459  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64706","367.483882","10.0.0.6","10.0.0.4","TCP","54","0  >  37459 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64708","367.489541","10.0.0.4","10.0.0.6","TCP","1514","37461  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64710","367.489615","10.0.0.6","10.0.0.4","TCP","54","0  >  37461 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64714","367.497811","10.0.0.3","10.0.0.6","TCP","574","34622  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64715","367.497844","10.0.0.6","10.0.0.3","TCP","54","0  >  34622 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64717","367.501735","10.0.0.3","10.0.0.6","TCP","574","37050  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64718","367.501737","10.0.0.4","10.0.0.6","TCP","1514","38505  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64719","367.501762","10.0.0.6","10.0.0.3","TCP","54","0  >  37050 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64720","367.501766","10.0.0.6","10.0.0.4","TCP","54","0  >  38505 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64723","367.508994","10.0.0.4","10.0.0.6","TCP","574","38708  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64724","367.509015","10.0.0.6","10.0.0.4","TCP","54","0  >  38708 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64729","367.519821","10.0.0.4","10.0.0.6","TCP","574","38709  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64730","367.519886","10.0.0.6","10.0.0.4","TCP","54","0  >  38709 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64733","367.525848","10.0.0.4","10.0.0.6","TCP","574","38713  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64734","367.525872","10.0.0.6","10.0.0.4","TCP","54","0  >  38713 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64739","367.536880","10.0.0.3","10.0.0.6","TCP","574","37888  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64741","367.536905","10.0.0.6","10.0.0.3","TCP","54","0  >  37888 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64742","367.539104","10.0.0.3","10.0.0.6","TCP","1514","38303  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64743","367.539131","10.0.0.6","10.0.0.3","TCP","54","0  >  38303 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64750","367.554954","10.0.0.1","10.0.0.6","TCP","574","[TCP Previous segment not captured] 48021  >  0 [<None>] Seq=715387395 Win=512 Len=2000"
"64751","367.554988","10.0.0.6","10.0.0.1","TCP","54","[TCP ACKed unseen segment] 0  >  48021 [RST, ACK] Seq=1 Ack=715389395 Win=0 Len=0"
"64761","367.578843","10.0.0.2","10.0.0.6","TCP","574","16784  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64763","367.578900","10.0.0.6","10.0.0.2","TCP","54","0  >  16784 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64764","367.580969","10.0.0.2","10.0.0.6","TCP","574","22066  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64765","367.581012","10.0.0.6","10.0.0.2","TCP","54","0  >  22066 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64771","367.593885","10.0.0.1","10.0.0.6","TCP","574","52601  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64772","367.593912","10.0.0.6","10.0.0.1","TCP","54","0  >  52601 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64773","367.595215","10.0.0.3","10.0.0.6","TCP","574","38362  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64774","367.595241","10.0.0.6","10.0.0.3","TCP","54","0  >  38362 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64780","367.606184","10.0.0.4","10.0.0.6","TCP","574","38715  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64781","367.606212","10.0.0.6","10.0.0.4","TCP","54","0  >  38715 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64783","367.607932","10.0.0.4","10.0.0.6","TCP","1514","42359  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64784","367.607946","10.0.0.6","10.0.0.4","TCP","54","0  >  42359 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64786","367.611276","10.0.0.4","10.0.0.6","TCP","1514","42360  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64787","367.611307","10.0.0.6","10.0.0.4","TCP","54","0  >  42360 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64788","367.613965","10.0.0.3","10.0.0.6","TCP","1514","40635  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64789","367.613987","10.0.0.6","10.0.0.3","TCP","54","0  >  40635 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64793","367.622343","10.0.0.4","10.0.0.6","TCP","1514","42361  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64794","367.622367","10.0.0.6","10.0.0.4","TCP","54","0  >  42361 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64798","367.629042","10.0.0.1","10.0.0.6","TCP","1514","56645  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64799","367.629064","10.0.0.6","10.0.0.1","TCP","54","0  >  56645 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64802","367.633142","10.0.0.4","10.0.0.6","TCP","1514","42427  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64803","367.633160","10.0.0.6","10.0.0.4","TCP","54","0  >  42427 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64806","367.640342","10.0.0.3","10.0.0.6","TCP","574","40636  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64807","367.640396","10.0.0.6","10.0.0.3","TCP","54","0  >  40636 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64815","367.657984","10.0.0.1","10.0.0.6","TCP","1514","57375  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64816","367.658006","10.0.0.6","10.0.0.1","TCP","54","0  >  57375 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64819","367.666069","10.0.0.1","10.0.0.6","TCP","574","57663  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64820","367.666093","10.0.0.6","10.0.0.1","TCP","54","0  >  57663 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64825","367.675999","10.0.0.4","10.0.0.6","TCP","574","42908  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64826","367.676025","10.0.0.6","10.0.0.4","TCP","54","0  >  42908 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64830","367.684429","10.0.0.3","10.0.0.6","TCP","574","40925  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64831","367.684462","10.0.0.6","10.0.0.3","TCP","54","0  >  40925 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64837","367.697107","10.0.0.3","10.0.0.6","TCP","1514","42427  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64838","367.697128","10.0.0.6","10.0.0.3","TCP","54","0  >  42427 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64844","367.708596","10.0.0.1","10.0.0.6","TCP","1514","58661  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64845","367.708629","10.0.0.6","10.0.0.1","TCP","54","0  >  58661 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64849","367.718494","10.0.0.2","10.0.0.6","TCP","574","23256  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64850","367.718523","10.0.0.6","10.0.0.2","TCP","54","0  >  23256 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64855","367.728881","10.0.0.3","10.0.0.6","TCP","574","42818  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64856","367.728906","10.0.0.6","10.0.0.3","TCP","54","0  >  42818 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
